ID,name,dif,time,priority,min.exp,code,urgency
4752,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 833",3,6,1,3,2,1
4753,"Создать элемент 'Звук' для локации 8 уровня 9, объект 834",1,3,3,1,5,3
4754,"Создать элемент 'Звук' для локации 8 уровня 9, объект 835",3,3,1,3,5,3
4755,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 836",4,4,2,4,2,2
4756,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 837",2,6,3,2,2,2
4757,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 838",1,3,2,1,2,1
4758,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 839",5,10,1,5,2,2
4759,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 840",1,2,2,1,2,2
4760,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 841",1,1,2,1,2,2
4761,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 842",5,5,2,5,1,2
4762,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 843",1,2,3,1,1,1
4763,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 844",2,2,3,2,1,2
4764,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 845",3,9,1,3,1,1
4765,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 846",3,6,3,3,1,3
4766,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 847",1,1,1,1,2,2
4767,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 848",1,3,2,1,2,2
4768,"Создать элемент 'Звук' для локации 8 уровня 9, объект 849",4,4,1,4,5,3
4769,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 850",1,2,1,1,2,3
4770,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 851",3,9,2,3,1,3
4771,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 852",4,8,2,4,1,3
4772,"Создать элемент 'Звук' для локации 8 уровня 9, объект 853",4,4,3,4,5,1
4773,"Создать элемент 'Звук' для локации 8 уровня 9, объект 854",1,3,2,1,5,3
4774,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 855",2,2,3,2,2,2
4775,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 856",4,12,3,4,2,2
4776,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 857",1,1,2,1,1,3
4777,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 858",5,15,3,5,2,1
4778,"Создать элемент 'Звук' для локации 8 уровня 9, объект 859",1,2,1,1,5,2
4779,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 860",1,1,1,1,2,3
4780,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 861",2,6,2,2,1,2
4781,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 862",3,6,2,3,1,1
4782,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 863",1,3,3,1,2,3
4783,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 864",5,10,3,5,1,3
4784,"Создать элемент 'Звук' для локации 8 уровня 9, объект 865",4,8,3,4,5,1
4785,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 866",4,4,1,4,2,2
4786,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 867",3,3,1,3,1,3
4787,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 868",2,2,2,2,1,3
4788,"Создать элемент 'Звук' для локации 8 уровня 9, объект 869",2,2,1,2,5,2
4789,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 870",4,8,3,4,1,3
4790,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 871",5,10,2,5,2,2
4791,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 872",4,12,2,4,1,1
4792,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 873",3,6,3,3,1,2
4793,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 874",3,9,1,3,2,3
4794,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 875",1,3,3,1,1,1
4795,"Создать элемент 'Звук' для локации 8 уровня 9, объект 876",5,15,2,5,5,1
4796,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 877",1,2,2,1,2,3
4797,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 878",2,2,3,2,2,2
4798,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 879",3,6,3,3,1,2
4799,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 880",2,4,3,2,1,3
4800,"Создать элемент 'Звук' для локации 8 уровня 9, объект 881",2,6,1,2,5,3
4801,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 882",1,3,2,1,2,1
4802,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 883",5,10,3,5,2,2
4803,"Создать элемент 'Звук' для локации 8 уровня 9, объект 884",1,2,2,1,5,2
4804,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 885",2,4,3,2,1,3
4805,"Создать элемент 'Звук' для локации 8 уровня 9, объект 886",2,2,2,2,5,3
4806,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 887",4,4,2,4,1,2
4807,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 888",3,9,3,3,1,2
4808,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 889",1,2,1,1,2,2
4809,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 890",3,9,3,3,2,2
4810,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 891",1,1,1,1,1,2
4811,"Создать элемент 'Звук' для локации 8 уровня 9, объект 892",5,5,1,5,5,1
4812,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 893",4,12,3,4,2,2
4813,"Создать элемент 'Звук' для локации 8 уровня 9, объект 894",2,4,3,2,5,1
4814,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 895",3,6,1,3,1,1
4815,"Создать элемент 'Звук' для локации 8 уровня 9, объект 896",2,4,1,2,5,1
4816,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 897",4,8,1,4,2,3
4817,"Создать элемент 'Звук' для локации 8 уровня 9, объект 898",2,2,1,2,5,2
4818,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 899",5,15,2,5,2,1
4819,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 900",1,3,2,1,1,1
4820,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 901",2,4,1,2,1,2
4821,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 902",3,6,3,3,2,1
4822,"Создать элемент 'Звук' для локации 8 уровня 9, объект 903",2,4,2,2,5,3
4823,"Создать элемент 'Звук' для локации 8 уровня 9, объект 904",4,8,3,4,5,1
4824,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 905",5,15,1,5,2,3
4825,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 906",5,15,2,5,2,3
4826,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 907",5,15,3,5,2,2
4827,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 908",4,12,3,4,2,2
4828,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 909",5,15,3,5,1,3
4829,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 910",1,2,1,1,2,2
4830,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 911",4,12,3,4,2,3
4831,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 912",2,6,1,2,2,1
4832,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 913",4,8,3,4,2,2
4833,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 914",5,15,2,5,1,1
4834,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 915",3,6,1,3,1,3
4835,"Создать элемент 'Звук' для локации 8 уровня 9, объект 916",5,15,1,5,5,1
4836,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 917",5,15,3,5,2,3
4837,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 918",4,12,3,4,1,3
4838,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 919",5,5,1,5,2,2
4839,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 920",2,6,3,2,2,3
4840,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 921",5,15,2,5,2,2
4841,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 922",1,1,2,1,2,1
4842,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 923",4,8,3,4,2,1
4843,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 924",4,12,3,4,1,3
4844,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 925",5,10,2,5,2,3
4845,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 926",1,3,3,1,2,3
4846,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 927",4,12,3,4,1,3
4847,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 928",4,4,2,4,1,2
4848,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 929",3,9,3,3,2,1
4849,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 930",2,4,3,2,1,2
4850,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 931",4,4,1,4,2,1
4851,"Создать элемент 'Звук' для локации 8 уровня 9, объект 932",4,12,3,4,5,2
4852,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 933",4,8,2,4,1,1
4853,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 934",4,8,2,4,2,2
4854,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 935",5,15,1,5,2,1
4855,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 936",4,8,3,4,1,2
4856,"Создать элемент 'Звук' для локации 8 уровня 9, объект 937",3,6,2,3,5,1
4857,"Создать элемент 'Звук' для локации 8 уровня 9, объект 938",3,9,1,3,5,1
4858,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 939",5,15,1,5,2,1
4859,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 940",4,8,1,4,2,2
4860,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 941",5,5,1,5,2,2
4861,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 942",3,9,3,3,1,1
4862,"Создать элемент 'Звук' для локации 8 уровня 9, объект 943",4,8,1,4,5,3
4863,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 944",2,2,3,2,2,1
4864,"Создать элемент 'Звук' для локации 8 уровня 9, объект 945",5,15,2,5,5,1
4865,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 946",4,4,3,4,2,1
4866,"Создать элемент 'Звук' для локации 8 уровня 9, объект 947",4,8,2,4,5,2
4867,"Создать элемент 'Звук' для локации 8 уровня 9, объект 948",3,6,1,3,5,1
4868,"Создать элемент 'Звук' для локации 8 уровня 9, объект 949",2,6,2,2,5,3
4869,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 950",4,12,3,4,2,1
4870,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 951",1,3,2,1,2,2
4871,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 952",2,2,2,2,2,1
4872,"Создать элемент 'Звук' для локации 8 уровня 9, объект 953",4,12,2,4,5,1
4873,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 954",2,4,3,2,1,1
4874,"Создать элемент 'Звук' для локации 8 уровня 9, объект 955",1,1,3,1,5,2
4875,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 956",5,15,3,5,2,3
4876,"Создать элемент 'Звук' для локации 8 уровня 9, объект 957",4,4,2,4,5,1
4877,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 958",1,1,1,1,1,3
4878,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 959",3,9,2,3,2,2
4879,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 960",2,6,3,2,2,3
4880,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 961",1,3,1,1,1,2
4881,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 962",4,4,3,4,2,3
4882,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 963",4,8,1,4,2,3
4883,"Создать элемент 'Звук' для локации 8 уровня 9, объект 964",2,2,1,2,5,1
4884,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 965",1,3,1,1,1,3
4885,"Создать элемент 'Звук' для локации 8 уровня 9, объект 966",2,2,1,2,5,3
4886,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 967",1,3,3,1,1,1
4887,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 968",3,3,1,3,1,3
4888,"Создать элемент 'Звук' для локации 8 уровня 9, объект 969",1,1,3,1,5,1
4889,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 970",4,8,3,4,2,3
4890,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 971",3,3,1,3,1,3
4891,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 972",1,2,3,1,2,2
4892,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 973",5,10,2,5,2,1
4893,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 974",4,8,3,4,2,3
4894,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 975",4,8,1,4,2,1
4895,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 976",1,3,3,1,2,3
4896,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 977",1,3,1,1,1,1
4897,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 978",4,8,3,4,2,3
4898,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 979",2,2,2,2,2,3
4899,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 980",1,2,1,1,1,1
4900,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 981",4,8,3,4,2,2
4901,"Создать элемент 'Звук' для локации 8 уровня 9, объект 982",4,12,2,4,5,2
4902,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 983",5,15,3,5,2,2
4903,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 984",4,4,3,4,1,2
4904,"Создать элемент 'Звук' для локации 8 уровня 9, объект 985",3,6,3,3,5,2
4905,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 986",4,12,1,4,2,1
4906,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 987",1,3,1,1,2,1
4907,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 988",2,6,2,2,2,1
4908,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 989",1,2,3,1,2,3
4909,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 990",1,3,1,1,2,2
4910,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 991",1,1,2,1,1,3
4911,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 992",5,15,2,5,2,3
4912,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 993",3,9,1,3,1,3
4913,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 994",2,6,3,2,2,2
4914,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 995",1,1,3,1,2,2
4915,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 996",3,9,3,3,1,1
4916,"Создать элемент 'Звук' для локации 8 уровня 9, объект 997",4,8,2,4,5,3
4917,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 998",4,4,2,4,2,1
4918,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 999",2,2,1,2,2,2
4919,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 1000",2,2,1,2,2,1
4920,"Создать элемент 'Звук' для локации 8 уровня 9, объект 1001",3,6,3,3,5,2
4921,"Создать элемент 'Анимации' для локации 8 уровня 9, объект 1002",5,15,2,5,2,1
4922,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 1003",1,3,3,1,2,2
4923,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 1004",3,6,2,3,1,3
4924,"Создать элемент 'Звук' для локации 8 уровня 9, объект 1005",3,3,3,3,5,3
4925,"Создать элемент 'Атаки' для локации 8 уровня 9, объект 1006",5,5,2,5,1,1
4926,"Создать элемент 'Звук' для локации 8 уровня 9, объект 1007",4,8,1,4,5,1
4927,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 1008",3,9,3,3,2,3
4928,"Создать элемент 'Внешний вид' для локации 8 уровня 9, объект 1009",4,12,3,4,2,2
4929,"Создать элемент 'Звук' для локации 8 уровня 9, объект 1010",1,1,2,1,5,2
4930,"Создать элемент 'Количество' для локации 8 уровня 9, объект 1",3,9,1,3,4,3
4931,"Создать элемент 'Тип' для локации 8 уровня 9, объект 2",1,3,1,1,4,1
4932,"Создать элемент 'Тип' для локации 8 уровня 9, объект 3",4,8,1,4,4,2
4933,"Создать элемент 'Количество' для локации 8 уровня 9, объект 4",5,10,1,5,4,3
4934,"Создать элемент 'Количество' для локации 8 уровня 9, объект 5",4,8,3,4,4,3
4935,"Создать элемент 'Тип' для локации 8 уровня 9, объект 6",2,4,3,2,4,1
4936,"Создать элемент 'Количество' для локации 8 уровня 9, объект 7",4,12,2,4,4,2
4937,"Создать элемент 'Количество' для локации 8 уровня 9, объект 8",3,9,2,3,4,3
4938,"Создать элемент 'Количество' для локации 8 уровня 9, объект 9",1,1,1,1,4,2
4939,"Создать элемент 'Тип' для локации 8 уровня 9, объект 10",1,2,2,1,4,3
4940,"Создать элемент 'Окружение' для локации 8 уровня 9, объект 1",2,6,2,2,5,3
4941,"Создать элемент 'Саундтрек' для локации 8 уровня 9, объект 2",4,4,3,4,5,3
4942,"Создать элемент 'Саундтрек' для локации 8 уровня 9, объект 3",3,6,2,3,5,3
4943,"Создать элемент 'Саундтрек' для локации 8 уровня 9, объект 4",2,2,3,2,5,2
4944,"Создать элемент 'Окружение' для локации 8 уровня 9, объект 5",5,15,3,5,5,2
4945,"Создать элемент 'Окружение' для локации 8 уровня 9, объект 6",5,10,1,5,5,3
4946,"Создать элемент 'Саундтрек' для локации 8 уровня 9, объект 7",1,1,1,1,5,3
4947,"Создать элемент 'Саундтрек' для локации 8 уровня 9, объект 8",2,6,1,2,5,3
4948,"Создать элемент 'Окружение' для локации 8 уровня 9, объект 9",1,3,1,1,5,3
4949,"Создать элемент 'Окружение' для локации 8 уровня 9, объект 10",3,6,3,3,5,1
4950,"Создать элемент 'Препятствия' для локации 8 уровня 10, объект 1",3,6,2,3,2,3
4951,"Создать элемент 'Ландшафт' для локации 8 уровня 10, объект 2",1,3,1,1,3,3
4952,"Создать элемент 'Растительность' для локации 8 уровня 10, объект 3",1,3,1,1,2,1
4953,"Создать элемент 'Камни' для локации 8 уровня 10, объект 4",2,6,1,2,2,2
4954,"Создать элемент 'Растительность' для локации 8 уровня 10, объект 5",1,2,2,1,2,3
4955,"Создать элемент 'Растительность' для локации 8 уровня 10, объект 6",4,4,2,4,2,2
4956,"Создать элемент 'Камни' для локации 8 уровня 10, объект 7",3,6,2,3,2,2
4957,"Создать элемент 'Камни' для локации 8 уровня 10, объект 8",1,2,2,1,2,2
4958,"Создать элемент 'Камни' для локации 8 уровня 10, объект 9",2,4,1,2,2,2
4959,"Создать элемент 'Ландшафт' для локации 8 уровня 10, объект 10",4,8,1,4,3,1
4960,"Создать элемент 'Звук' для локации 8 уровня 10, объект 1",3,6,1,3,5,2
4961,"Создать элемент 'Внешний вид' для локации 8 уровня 10, объект 2",3,6,3,3,2,3
4962,"Создать элемент 'Звук' для локации 8 уровня 10, объект 3",3,3,2,3,5,1
4963,"Создать элемент 'Анимации' для локации 8 уровня 10, объект 4",2,2,2,2,2,1
4964,"Создать элемент 'Атаки' для локации 8 уровня 10, объект 5",2,6,3,2,1,1
4965,"Создать элемент 'Звук' для локации 8 уровня 10, объект 6",4,12,2,4,5,2
4966,"Создать элемент 'Анимации' для локации 8 уровня 10, объект 7",1,1,2,1,2,2
4967,"Создать элемент 'Анимации' для локации 8 уровня 10, объект 8",3,6,3,3,2,2
4968,"Создать элемент 'Звук' для локации 8 уровня 10, объект 9",5,15,2,5,5,1
4969,"Создать элемент 'Атаки' для локации 8 уровня 10, объект 10",5,15,2,5,1,2
4970,"Создать элемент 'Внешний вид' для локации 8 уровня 10, объект 1",2,4,1,2,2,2
4971,"Создать элемент 'Атаки' для локации 8 уровня 10, объект 2",1,3,3,1,1,1
4972,"Создать элемент 'Звук' для локации 8 уровня 10, объект 3",4,8,3,4,5,3
4973,"Создать элемент 'Анимации' для локации 8 уровня 10, объект 4",1,2,1,1,2,3
4974,"Создать элемент 'Звук' для локации 8 уровня 10, объект 5",3,3,2,3,5,1
4975,"Создать элемент 'Атаки' для локации 8 уровня 10, объект 6",3,6,2,3,1,1
4976,"Создать элемент 'Звук' для локации 8 уровня 10, объект 7",3,3,2,3,5,3
4977,"Создать элемент 'Анимации' для локации 8 уровня 10, объект 8",1,1,1,1,2,1
4978,"Создать элемент 'Внешний вид' для локации 8 уровня 10, объект 9",5,15,2,5,2,2
4979,"Создать элемент 'Внешний вид' для локации 8 уровня 10, объект 10",4,8,3,4,2,3
4980,"Создать элемент 'Тип' для локации 8 уровня 10, объект 1",4,4,2,4,4,2
4981,"Создать элемент 'Количество' для локации 8 уровня 10, объект 2",5,15,3,5,4,2
4982,"Создать элемент 'Количество' для локации 8 уровня 10, объект 3",2,2,2,2,4,3
4983,"Создать элемент 'Тип' для локации 8 уровня 10, объект 4",4,4,1,4,4,2
4984,"Создать элемент 'Количество' для локации 8 уровня 10, объект 5",4,4,1,4,4,1
4985,"Создать элемент 'Количество' для локации 8 уровня 10, объект 6",4,4,3,4,4,2
4986,"Создать элемент 'Количество' для локации 8 уровня 10, объект 7",1,2,2,1,4,1
4987,"Создать элемент 'Количество' для локации 8 уровня 10, объект 8",3,9,2,3,4,2
4988,"Создать элемент 'Тип' для локации 8 уровня 10, объект 9",1,3,2,1,4,2
4989,"Создать элемент 'Количество' для локации 8 уровня 10, объект 10",5,15,3,5,4,2
4990,"Создать элемент 'Окружение' для локации 8 уровня 10, объект 1",4,8,1,4,5,3
4991,"Создать элемент 'Окружение' для локации 8 уровня 10, объект 2",5,15,3,5,5,2
4992,"Создать элемент 'Саундтрек' для локации 8 уровня 10, объект 3",2,6,2,2,5,1
4993,"Создать элемент 'Саундтрек' для локации 8 уровня 10, объект 4",4,8,2,4,5,1
4994,"Создать элемент 'Саундтрек' для локации 8 уровня 10, объект 5",5,15,1,5,5,3
4995,"Создать элемент 'Окружение' для локации 8 уровня 10, объект 6",1,3,3,1,5,1
4996,"Создать элемент 'Окружение' для локации 8 уровня 10, объект 7",1,1,1,1,5,1
4997,"Создать элемент 'Окружение' для локации 8 уровня 10, объект 8",3,9,3,3,5,1
4998,"Создать элемент 'Окружение' для локации 8 уровня 10, объект 9",1,1,3,1,5,2
4999,"Создать элемент 'Саундтрек' для локации 8 уровня 10, объект 10",4,8,3,4,5,2
5000,"Создать элемент 'Препятствия' для локации 9 уровня 1, объект 1",1,1,1,1,2,3
5001,"Создать элемент 'Растительность' для локации 9 уровня 1, объект 2",4,12,3,4,2,2
5002,"Создать элемент 'Ландшафт' для локации 9 уровня 1, объект 3",3,3,3,3,3,3
5003,"Создать элемент 'Препятствия' для локации 9 уровня 1, объект 4",1,3,1,1,2,2
5004,"Создать элемент 'Ландшафт' для локации 9 уровня 1, объект 5",5,10,2,5,3,3
5005,"Создать элемент 'Камни' для локации 9 уровня 1, объект 6",1,1,2,1,2,1
5006,"Создать элемент 'Камни' для локации 9 уровня 1, объект 7",4,12,1,4,2,2
5007,"Создать элемент 'Камни' для локации 9 уровня 1, объект 8",4,8,1,4,2,1
5008,"Создать элемент 'Препятствия' для локации 9 уровня 1, объект 9",4,8,3,4,2,1
5009,"Создать элемент 'Ландшафт' для локации 9 уровня 1, объект 10",1,3,3,1,3,1
5010,"Создать элемент 'Атаки' для локации 9 уровня 1, объект 1",2,6,2,2,1,3
5011,"Создать элемент 'Анимации' для локации 9 уровня 1, объект 2",5,10,1,5,2,2
5012,"Создать элемент 'Анимации' для локации 9 уровня 1, объект 3",2,4,2,2,2,3
5013,"Создать элемент 'Звук' для локации 9 уровня 1, объект 4",2,2,2,2,5,2
5014,"Создать элемент 'Атаки' для локации 9 уровня 1, объект 5",4,8,3,4,1,2
5015,"Создать элемент 'Внешний вид' для локации 9 уровня 1, объект 6",1,2,3,1,2,3
5016,"Создать элемент 'Анимации' для локации 9 уровня 1, объект 7",1,3,1,1,2,2
5017,"Создать элемент 'Анимации' для локации 9 уровня 1, объект 8",2,4,3,2,2,3
5018,"Создать элемент 'Звук' для локации 9 уровня 1, объект 9",1,3,1,1,5,1
5019,"Создать элемент 'Звук' для локации 9 уровня 1, объект 10",4,4,1,4,5,3
5020,"Создать элемент 'Внешний вид' для локации 9 уровня 1, объект 1",5,15,1,5,2,1
5021,"Создать элемент 'Внешний вид' для локации 9 уровня 1, объект 2",1,3,1,1,2,1
5022,"Создать элемент 'Звук' для локации 9 уровня 1, объект 3",4,12,3,4,5,3
5023,"Создать элемент 'Анимации' для локации 9 уровня 1, объект 4",1,2,3,1,2,2
5024,"Создать элемент 'Звук' для локации 9 уровня 1, объект 5",1,3,3,1,5,1
5025,"Создать элемент 'Атаки' для локации 9 уровня 1, объект 6",5,15,1,5,1,1
5026,"Создать элемент 'Внешний вид' для локации 9 уровня 1, объект 7",4,12,1,4,2,2
5027,"Создать элемент 'Атаки' для локации 9 уровня 1, объект 8",4,12,2,4,1,2
5028,"Создать элемент 'Атаки' для локации 9 уровня 1, объект 9",2,4,3,2,1,2
5029,"Создать элемент 'Звук' для локации 9 уровня 1, объект 10",3,6,3,3,5,2
5030,"Создать элемент 'Количество' для локации 9 уровня 1, объект 1",5,5,1,5,4,1
5031,"Создать элемент 'Количество' для локации 9 уровня 1, объект 2",3,3,3,3,4,3
5032,"Создать элемент 'Количество' для локации 9 уровня 1, объект 3",2,4,1,2,4,3
5033,"Создать элемент 'Количество' для локации 9 уровня 1, объект 4",4,4,1,4,4,3
5034,"Создать элемент 'Тип' для локации 9 уровня 1, объект 5",5,15,1,5,4,3
5035,"Создать элемент 'Тип' для локации 9 уровня 1, объект 6",3,6,3,3,4,2
5036,"Создать элемент 'Тип' для локации 9 уровня 1, объект 7",4,8,2,4,4,3
5037,"Создать элемент 'Количество' для локации 9 уровня 1, объект 8",5,15,1,5,4,2
5038,"Создать элемент 'Количество' для локации 9 уровня 1, объект 9",2,2,1,2,4,3
5039,"Создать элемент 'Количество' для локации 9 уровня 1, объект 10",4,12,3,4,4,1
5040,"Создать элемент 'Саундтрек' для локации 9 уровня 1, объект 1",4,12,2,4,5,1
5041,"Создать элемент 'Окружение' для локации 9 уровня 1, объект 2",2,2,2,2,5,2
5042,"Создать элемент 'Саундтрек' для локации 9 уровня 1, объект 3",5,15,2,5,5,1
5043,"Создать элемент 'Окружение' для локации 9 уровня 1, объект 4",2,4,3,2,5,2
5044,"Создать элемент 'Окружение' для локации 9 уровня 1, объект 5",1,1,2,1,5,3
5045,"Создать элемент 'Окружение' для локации 9 уровня 1, объект 6",5,10,2,5,5,1
5046,"Создать элемент 'Саундтрек' для локации 9 уровня 1, объект 7",3,6,2,3,5,1
5047,"Создать элемент 'Окружение' для локации 9 уровня 1, объект 8",4,4,2,4,5,2
5048,"Создать элемент 'Окружение' для локации 9 уровня 1, объект 9",4,8,1,4,5,1
5049,"Создать элемент 'Саундтрек' для локации 9 уровня 1, объект 10",1,1,2,1,5,1
5050,"Создать элемент 'Растительность' для локации 9 уровня 2, объект 1",2,6,3,2,2,2
5051,"Создать элемент 'Препятствия' для локации 9 уровня 2, объект 2",2,6,3,2,2,3
5052,"Создать элемент 'Ландшафт' для локации 9 уровня 2, объект 3",3,6,3,3,3,1
5053,"Создать элемент 'Растительность' для локации 9 уровня 2, объект 4",1,1,3,1,2,2
